temperature_2m_max,precipitation_probability_max,pressure_msl,longitude,latitude,wind_direction_10m_dominant,temperature_2m_min,heuristic
29.5,58,1005.9375,86.625,5.25,312,28.5,0.09604179
29.4,48,1006.0625,86.875,5.25,357,27.9,0.1031478
29.1,68,1006.2125,87.125,5.25,23,27.7,0.17886646
29.5,30,1006.3166666666666,87.375,5.25,339,28.5,0.09745656
29.6,23,1006.5458333333332,87.625,5.25,317,28.4,0.16576171
29.6,30,1006.6291666666666,87.875,5.25,310,28.7,0.11319033
29.5,58,1006.7416666666668,88.125,5.25,309,28.5,0.09354749
30.7,38,1006.9333333333334,88.375,5.25,65,23.5,0.19149369
32.1,25,1007.0208333333334,88.625,5.25,57,24.1,0.15813115
34.8,3,1008.5083333333332,68.875,5.5,333,22.6,0.11251641
33.1,5,1008.4833333333332,69.125,5.5,306,24.4,0.18786065
33.2,20,1008.4416666666666,69.375,5.5,306,23.6,0.13454597
30.9,68,1008.3875,69.625,5.5,298,27.6,0.119862236
31.3,38,1008.3541666666666,69.875,5.5,51,23.6,0.18397921
33.3,25,1008.3125,70.125,5.5,40,24.8,0.17970541
35.8,3,1008.275,70.375,5.5,337,23.4,0.12284628
33.6,5,1008.2375,70.625,5.5,309,25.1,0.1872436
33.3,20,1008.2041666666668,70.875,5.5,303,23.6,0.14574927
31.6,68,1008.1583333333332,71.125,5.5,290,27.4,0.12369676
31.6,38,1008.1208333333334,71.375,5.5,77,23.6,0.17670694
33.2,25,1008.075,71.625,5.5,34,24.3,0.18385427
35.1,3,1008.0083333333332,71.875,5.5,326,23.1,0.11921144
32.7,5,1007.9833333333332,72.125,5.5,315,24.5,0.18589024
32.6,20,1007.9458333333332,72.375,5.5,296,23.0,0.14480376
30.3,68,1007.9,72.625,5.5,269,25.5,0.12340816
31.0,33,1007.8916666666668,72.875,5.5,81,23.0,0.16961671
31.8,23,1007.8791666666666,73.125,5.5,75,24.0,0.1370466
35.6,0,1007.8291666666668,73.375,5.5,75,21.4,0.13163811
34.1,5,1007.8,73.625,5.5,73,21.9,0.13343257
34.3,30,1007.7625,73.875,5.5,239,21.8,0.13961428
30.4,73,1007.6916666666666,74.125,5.5,227,25.0,0.12777235
25.6,48,1007.675,74.375,5.5,101,22.6,0.14606173
28.0,23,1007.6083333333332,74.625,5.5,110,23.1,0.10537071
30.4,8,1007.55,74.875,5.5,101,21.3,0.09671745
30.1,10,1007.4916666666668,75.125,5.5,116,20.6,0.12332704
32.6,68,1007.4375,75.375,5.5,264,22.3,0.17794314
29.6,80,1007.3791666666666,75.625,5.5,269,23.9,0.1453546
24.4,60,1007.3416666666668,75.875,5.5,104,21.8,0.14591281
26.7,50,1007.2791666666668,76.125,5.5,112,22.2,0.1267742
28.9,3,1007.2083333333334,76.375,5.5,97,21.6,0.086954325
28.9,20,1007.1875,76.625,5.5,108,21.7,0.12098423
31.6,30,1007.175,76.875,5.5,269,22.8,0.14964609
28.4,48,1007.1958333333332,77.125,5.5,270,23.4,0.11957605
24.4,60,1007.2166666666668,77.375,5.5,174,22.0,0.11176586
26.2,48,1007.2208333333332,77.625,5.5,176,22.2,0.10952287
28.2,5,1007.2,77.875,5.5,165,22.3,0.06056567
27.9,25,1007.1375,78.125,5.5,182,21.2,0.13345544
31.2,33,1007.0666666666666,78.375,5.5,245,22.8,0.13592607
28.9,63,1006.9666666666668,78.625,5.5,327,23.4,0.18277231
24.3,90,1006.8458333333332,78.875,5.5,190,22.0,0.1377837
25.8,90,1006.7416666666668,79.125,5.5,207,22.0,0.15095873
28.1,25,1006.5666666666666,79.375,5.5,191,22.4,0.077936366
27.5,55,1006.4083333333332,79.625,5.5,198,22.6,0.16712382
31.0,33,1006.275,79.875,5.5,254,23.3,0.14374632
27.4,70,1006.0083333333332,80.125,5.5,288,23.7,0.15914536
24.4,90,1005.7333333333332,80.375,5.5,302,22.8,0.17166121
25.9,90,1005.525,80.625,5.5,292,22.6,0.18528926
27.6,25,1005.1583333333332,80.875,5.5,300,23.6,0.104894385
27.5,45,1004.9375,81.125,5.5,292,23.1,0.22636408
30.7,35,1004.5791666666668,81.375,5.5,297,24.2,0.1733614
27.0,64,1004.475,81.625,5.5,292,24.1,0.16495575
24.1,93,1004.2875,81.875,5.5,6,22.1,0.24716072
24.8,85,1004.2416666666668,82.125,5.5,336,22.1,0.22436808
25.8,33,1004.25,82.375,5.5,325,22.9,0.13865353
26.4,30,1004.2208333333332,82.625,5.5,310,22.8,0.21521002
29.9,38,1004.2416666666668,82.875,5.5,304,22.9,0.18650568
26.4,68,1004.325,83.125,5.5,289,23.6,0.17232323
24.7,95,1004.3333333333334,83.375,5.5,341,22.4,0.23777111
25.2,98,1004.3625,83.625,5.5,325,22.2,0.23799069
25.8,38,1004.4625,83.875,5.5,297,23.1,0.12767474
26.4,45,1004.5208333333334,84.125,5.5,291,23.4,0.22119634
30.3,38,1004.5333333333332,84.375,5.5,292,24.0,0.17817907
26.9,68,1004.6666666666666,84.625,5.5,268,23.8,0.16863243
24.3,95,1004.7875,84.875,5.5,351,22.4,0.24257272
24.8,98,1004.8916666666668,85.125,5.5,345,22.5,0.25936714
26.0,25,1005.0083333333332,85.375,5.5,321,23.2,0.112413704
26.4,53,1005.1916666666666,85.625,5.5,304,23.8,0.23224746
30.7,30,1005.3541666666666,85.875,5.5,290,23.7,0.17313796
26.9,69,1005.4875,86.125,5.5,263,23.9,0.16758539
24.4,100,1005.7083333333334,86.375,5.5,352,22.5,0.25347865
24.4,100,1005.8291666666668,86.625,5.5,347,22.5,0.26079985
25.8,28,1005.9541666666668,86.875,5.5,326,23.1,0.12647946
25.7,43,1006.1166666666668,87.125,5.5,307,23.6,0.21090919
30.9,28,1006.3125,87.375,5.5,282,23.7,0.1616859
27.3,68,1006.4791666666666,87.625,5.5,257,24.1,0.16013551
24.6,98,1006.575,87.875,5.5,351,22.5,0.25284266
24.2,98,1006.7541666666666,88.125,5.5,343,23.0,0.25501627
25.8,35,1006.8791666666666,88.375,5.5,329,22.9,0.12616706
25.6,68,1006.9666666666668,88.625,5.5,312,23.4,0.22553352
30.5,38,1008.5125,68.875,5.75,273,23.5,0.15237854
27.2,71,1008.4875,69.125,5.75,242,24.5,0.14592344
24.2,100,1008.4416666666666,69.375,5.75,347,23.1,0.23776788
24.0,100,1008.3833333333332,69.625,5.75,345,23.2,0.24651645
26.0,43,1008.3666666666668,69.875,5.75,332,22.8,0.13554464
25.7,75,1008.3125,70.125,5.75,318,23.0,0.2152851
29.8,38,1008.2791666666668,70.375,5.75,261,23.4,0.15044047
28.0,75,1008.2583333333332,70.625,5.75,216,25.6,0.14071253
24.3,98,1008.2125,70.875,5.75,343,23.3,0.24176216
24.4,100,1008.1666666666666,71.125,5.75,348,23.4,0.23920059
26.0,40,1008.1291666666666,71.375,5.75,330,23.1,0.14306067
25.6,75,1008.0708333333332,71.625,5.75,319,23.1,0.21243943
29.8,38,1008.025,71.875,5.75,252,23.4,0.14682491
28.4,53,1007.9916666666668,72.125,5.75,209,25.4,0.121872656
25.5,100,1007.9416666666666,72.375,5.75,357,24.3,0.22888763
25.5,100,1007.925,72.625,5.75,7,24.6,0.2189893
25.8,55,1007.9041666666668,72.875,5.75,330,23.8,0.16634844
25.4,68,1007.8833333333332,73.125,5.75,318,23.9,0.20249021
29.4,40,1007.8416666666668,73.375,5.75,249,24.0,0.1435685
29.1,50,1007.8041666666668,73.625,5.75,207,26.0,0.12010376
27.3,100,1007.7625,73.875,5.75,20,25.8,0.21251783
26.9,100,1007.7166666666668,74.125,5.75,16,25.6,0.21147215
27.6,55,1007.6833333333334,74.375,5.75,340,25.4,0.18757749
27.9,68,1007.6083333333332,74.625,5.75,328,25.8,0.20085326
28.1,40,1007.5416666666666,74.875,5.75,255,26.2,0.12926212
28.2,50,1007.5,75.125,5.75,199,27.2,0.10805344
27.2,100,1007.3916666666668,75.375,5.75,27,26.0,0.20822357
27.1,100,1007.3583333333332,75.625,5.75,17,25.9,0.20835297
27.8,93,1007.3166666666666,75.875,5.75,346,26.5,0.22241104
27.5,75,1007.2541666666666,76.125,5.75,332,26.6,0.19445832
28.5,40,1007.2166666666668,76.375,5.75,256,26.5,0.13237645
28.2,50,1007.2041666666668,76.625,5.75,197,27.5,0.10810125
27.3,100,1007.2041666666668,76.875,5.75,33,26.0,0.20367555
27.1,100,1007.2041666666668,77.125,5.75,19,26.0,0.20457077
27.5,95,1007.2083333333334,77.375,5.75,350,26.7,0.22004862
27.4,85,1007.2,77.625,5.75,336,26.6,0.08900967
28.6,45,1007.1666666666666,77.875,5.75,257,26.7,0.07733801
28.5,48,1007.1041666666666,78.125,5.75,195,27.5,0.11823346
27.3,100,1006.9875,78.375,5.75,35,26.1,0.12621135
27.3,100,1006.95,78.625,5.75,21,26.1,0.092204906
27.4,100,1006.8083333333334,78.875,5.75,353,26.9,0.08557089
27.4,100,1006.7041666666668,79.125,5.75,336,26.8,0.09912363
28.7,75,1006.55,79.375,5.75,256,26.9,0.1105511
28.5,49,1006.375,79.625,5.75,193,27.4,0.12315057
27.5,100,1006.2458333333334,79.875,5.75,38,26.1,0.13717356
27.3,100,1005.925,80.125,5.75,24,26.3,0.09639047
27.2,100,1005.525,80.375,5.75,356,27.0,0.085312486
27.5,100,1005.2375,80.625,5.75,332,27.0,0.1017692
29.1,68,1004.75,80.875,5.75,252,27.1,0.1083005
28.9,53,1004.4291666666668,81.125,5.75,191,27.5,0.13562031
27.8,100,1004.25,81.375,5.75,42,26.1,0.14734155
27.3,100,1004.0958333333332,81.625,5.75,26,26.6,0.10194499
27.3,100,1004.1291666666666,81.875,5.75,359,26.8,0.09405917
27.5,100,1004.0916666666668,82.125,5.75,330,27.0,0.10790073
29.1,68,1004.0916666666668,82.375,5.75,247,27.2,0.10633269
28.7,53,1004.125,82.625,5.75,189,27.6,0.13575378
27.9,100,1004.1291666666666,82.875,5.75,45,26.2,0.14799833
27.5,100,1004.1625,83.125,5.75,29,26.8,0.10395972
27.4,100,1004.1458333333334,83.375,5.75,2,26.9,0.095772095
27.5,100,1004.225,83.625,5.75,327,26.9,0.10403948
29.1,70,1004.2708333333334,83.875,5.75,243,27.2,0.11223909
28.6,58,1004.3125,84.125,5.75,188,27.7,0.1332659
28.0,100,1004.3833333333332,84.375,5.75,48,26.2,0.15010628
27.8,100,1004.5541666666668,84.625,5.75,35,27.3,0.10117334
27.9,100,1004.6541666666668,84.875,5.75,8,27.0,0.09915379
27.8,98,1004.7458333333334,85.125,5.75,318,26.9,0.10174296
28.7,73,1004.9375,85.375,5.75,235,27.1,0.11425735
28.5,50,1005.0416666666666,85.625,5.75,188,28.0,0.118222564
28.1,100,1005.2166666666668,85.875,5.75,53,26.3,0.14426069
27.9,100,1005.3541666666666,86.125,5.75,42,27.5,0.10167874
28.1,100,1005.5916666666668,86.375,5.75,17,27.0,0.09988892
28.0,98,1005.75,86.625,5.75,322,26.9,0.097672746
28.6,78,1005.8791666666666,86.875,5.75,227,27.2,0.11538305
28.7,53,1006.1333333333332,87.125,5.75,184,28.0,0.11926619
28.2,100,1006.2291666666666,87.375,5.75,56,26.5,0.14000624
28.0,100,1006.375,87.625,5.75,47,27.5,0.10337297
28.0,100,1006.5208333333334,87.875,5.75,22,27.0,0.10020452
28.1,98,1006.6916666666666,88.125,5.75,314,26.9,0.09872257
28.6,80,1006.8208333333332,88.375,5.75,223,27.2,0.117117636
28.9,58,1006.9208333333332,88.625,5.75,182,27.9,0.119476415
28.3,100,1008.5333333333332,68.875,6.0,60,26.5,0.12919253
28.0,100,1008.4875,69.125,6.0,53,27.6,0.101187155
28.0,100,1008.4541666666668,69.375,6.0,37,27.1,0.09872697
28.0,93,1008.4083333333332,69.625,6.0,284,27.0,0.0930028
28.5,78,1008.3791666666666,69.875,6.0,216,27.4,0.11542803
28.7,53,1008.3208333333332,70.125,6.0,176,28.0,0.11400576
28.5,100,1008.2875,70.375,6.0,65,26.5,0.13194498
28.1,100,1008.2625,70.625,6.0,61,27.8,0.10739059
28.1,100,1008.2,70.875,6.0,55,27.2,0.10948648
28.4,93,1008.1625,71.125,6.0,219,27.5,0.12611327
28.6,78,1008.1291666666666,71.375,6.0,210,27.1,0.1245778
28.8,53,1008.0791666666668,71.625,6.0,170,28.2,0.11688816
28.5,100,1008.025,71.875,6.0,67,26.4,0.13442032
28.2,100,1008.0041666666666,72.125,6.0,66,27.8,0.10890918
28.2,100,1007.9875,72.375,6.0,71,27.3,0.12443564
28.5,88,1007.9583333333334,72.625,6.0,202,27.6,0.14302686
28.8,75,1007.9291666666668,72.875,6.0,208,27.2,0.12373075
28.8,55,1007.8875,73.125,6.0,166,28.0,0.11992833
28.5,100,1007.875,73.375,6.0,70,26.7,0.13500023
28.2,100,1007.8333333333334,73.625,6.0,72,27.9,0.117709965
28.6,100,1007.7791666666668,73.875,6.0,92,27.4,0.14702025
28.5,95,1007.7208333333332,74.125,6.0,186,27.6,0.16778815
28.8,68,1007.675,74.375,6.0,203,27.4,0.12046211
29.0,48,1007.5958333333332,74.625,6.0,162,28.1,0.10985191
28.6,100,1007.5291666666668,74.875,6.0,73,26.9,0.13582736
28.3,100,1007.4875,75.125,6.0,80,27.9,0.12569979
28.8,98,1007.4208333333332,75.375,6.0,110,27.5,0.16724831
28.3,100,1007.35,75.625,6.0,184,27.6,0.17253557
29.0,75,1007.3041666666668,75.875,6.0,199,27.7,0.13019834
28.7,48,1007.2458333333334,76.125,6.0,157,28.3,0.108416945
28.5,98,1007.2083333333334,76.375,6.0,75,26.9,0.13716485
28.2,100,1007.2,76.625,6.0,85,27.9,0.13075687
28.6,98,1007.2125,76.875,6.0,118,27.6,0.17419574
28.2,100,1007.1875,77.125,6.0,175,27.5,0.18762782
29.0,78,1007.2041666666668,77.375,6.0,193,27.2,0.13785858
28.7,48,1007.175,77.625,6.0,155,28.0,0.10747487
28.5,98,1007.15,77.875,6.0,77,27.0,0.13938755
28.2,100,1007.0875,78.125,6.0,89,27.9,0.13683498
28.5,98,1006.9791666666666,78.375,6.0,124,27.6,0.17956056
28.3,100,1006.9,78.625,6.0,171,27.5,0.19577794
28.8,80,1006.8083333333334,78.875,6.0,191,27.5,0.14252353
28.7,63,1006.6666666666666,79.125,6.0,155,27.9,0.119727634
28.5,100,1006.5166666666668,79.375,6.0,78,27.4,0.14835368
28.3,100,1006.3583333333332,79.625,6.0,90,27.9,0.14204045
28.4,100,1006.1958333333332,79.875,6.0,125,27.8,0.17934477
28.2,100,1005.45,80.375,6.0,161,27.5,0.20630024
28.6,90,1005.0708333333332,80.625,6.0,186,27.6,0.15455869
28.6,63,1003.9833333333332,81.125,6.0,155,27.8,0.13029854
28.5,95,1003.9083333333332,81.375,6.0,80,27.4,0.15792121
28.3,100,1003.8666666666668,81.625,6.0,97,27.8,0.15610829
28.5,98,1003.9291666666668,81.875,6.0,131,27.9,0.17934212
27.9,100,1003.9416666666666,82.125,6.0,153,27.5,0.2006651
28.7,90,1003.975,82.375,6.0,177,27.5,0.17510828
28.5,58,1004.0416666666666,82.625,6.0,157,27.5,0.12488792
28.5,90,1004.05,82.875,6.0,81,27.5,0.15825143
28.3,100,1004.05,83.125,6.0,100,27.9,0.15813363
28.5,98,1004.1166666666668,83.375,6.0,132,27.9,0.17583585
28.0,100,1004.1375,83.625,6.0,150,27.5,0.20421678
28.4,95,1004.1375,83.875,6.0,174,27.4,0.18344145
28.5,68,1004.1666666666666,84.125,6.0,157,27.5,0.14203012
28.5,95,1004.275,84.375,6.0,81,27.6,0.15533231
28.2,98,1004.3583333333332,84.625,6.0,103,27.9,0.15671864
28.4,98,1004.4625,84.875,6.0,133,27.9,0.16985469
28.0,100,1004.6625,85.125,6.0,145,27.5,0.19443502
28.1,98,1004.8166666666666,85.375,6.0,168,27.2,0.19021186
28.7,65,1004.9416666666666,85.625,6.0,157,27.5,0.13111508
28.4,90,1005.0708333333332,85.875,6.0,82,27.6,0.15419155
28.2,98,1005.3125,86.125,6.0,107,27.9,0.1640794
28.3,100,1005.45,86.375,6.0,135,27.9,0.16100909
28.1,100,1005.6333333333332,86.625,6.0,145,27.6,0.2002596
27.9,100,1005.875,86.875,6.0,164,27.3,0.19605513
28.5,68,1006.0083333333332,87.125,6.0,156,27.6,0.13373533
28.4,90,1006.1791666666668,87.375,6.0,82,27.6,0.14463627
28.3,98,1006.3,87.625,6.0,110,27.9,0.16517386
28.4,100,1006.5375,87.875,6.0,135,27.9,0.15811928
28.1,100,1006.6416666666668,88.125,6.0,142,27.6,0.19736479
28.0,98,1006.75,88.375,6.0,159,27.2,0.19614838
29.0,70,1006.8666666666668,88.625,6.0,155,27.6,0.14153172
28.4,93,1005.9125,80.125,6.125,82,27.6,0.14937866
28.2,100,1005.7958333333332,80.25,6.125,111,27.9,0.16878161
28.3,100,1004.175,80.875,6.125,135,27.9,0.15970725
28.1,100,1008.5208333333334,68.875,6.25,141,27.6,0.19237946
28.1,100,1008.4583333333334,69.125,6.25,156,27.2,0.18900874
29.2,70,1008.4416666666666,69.375,6.25,152,27.5,0.1333046
28.4,93,1008.425,69.625,6.25,83,27.5,0.13681048
28.2,100,1008.375,69.875,6.25,113,27.9,0.16555502
28.4,100,1008.3375,70.125,6.25,135,27.9,0.14819351
28.2,100,1008.3,70.375,6.25,140,27.7,0.19473009
28.1,100,1008.2416666666668,70.625,6.25,155,27.1,0.1980479
29.4,70,1008.2125,70.875,6.25,149,27.5,0.142846
28.2,93,1008.1791666666668,71.125,6.25,84,27.2,0.1401029
28.4,100,1008.1125,71.375,6.25,115,27.9,0.16880135
28.5,100,1008.0791666666668,71.625,6.25,134,27.9,0.14859292
28.5,100,1008.05,71.875,6.25,137,27.7,0.19681247
28.1,100,1008.0166666666668,72.125,6.25,154,27.2,0.1995856
29.3,70,1008.0041666666666,72.375,6.25,144,27.6,0.15199848
28.3,85,1007.9875,72.625,6.25,84,27.2,0.13837565
28.5,98,1007.9375,72.875,6.25,116,27.9,0.1700895
28.5,98,1007.9083333333332,73.125,6.25,134,28.0,0.1436925
28.6,100,1007.8916666666668,73.375,6.25,137,27.8,0.20109764
28.1,95,1007.8166666666666,73.625,6.25,151,27.5,0.20175175
29.2,65,1007.7791666666668,73.875,6.25,143,27.5,0.14518209
28.3,93,1007.7333333333332,74.125,6.25,85,27.1,0.1499848
28.5,100,1007.6125,74.375,6.25,117,28.0,0.17456186
28.6,95,1007.5875,74.625,6.25,134,28.1,0.14230704
28.6,100,1007.5291666666668,74.875,6.25,135,27.9,0.20873562
28.1,98,1007.4375,75.125,6.25,148,27.5,0.20698035
28.9,68,1007.3916666666668,75.375,6.25,141,27.5,0.1558444
28.4,93,1007.3083333333334,75.625,6.25,88,27.2,0.15822512
28.6,100,1007.2541666666666,75.875,6.25,119,28.0,0.1839691
28.7,95,1007.225,76.125,6.25,133,28.1,0.1435562
28.7,100,1007.2,76.375,6.25,135,27.9,0.21195804
28.2,98,1007.2,76.625,6.25,145,27.8,0.20914288
28.9,68,1007.2041666666668,76.875,6.25,141,27.5,0.16671704
28.4,93,1007.1916666666666,77.125,6.25,89,27.3,0.17219615
28.6,98,1007.1791666666668,77.375,6.25,120,28.0,0.18562913
28.7,95,1007.1875,77.625,6.25,133,28.1,0.14368191
28.8,98,1007.1416666666668,77.875,6.25,135,27.9,0.18470433
28.1,90,1007.0666666666666,78.125,6.25,143,27.8,0.20203628
28.9,60,1006.9583333333334,78.375,6.25,141,27.5,0.15252893
28.4,100,1006.8666666666668,78.625,6.25,90,27.2,0.18520637
28.6,95,1006.7708333333334,78.875,6.25,120,28.0,0.18569462
28.8,88,1006.6083333333332,79.125,6.25,132,28.3,0.1428405
28.9,95,1006.55,79.375,6.25,134,28.0,0.17354442
28.2,88,1006.4375,79.625,6.25,140,27.9,0.20420781
28.4,65,1005.9791666666666,80.125,6.25,138,27.5,0.1723562
28.4,98,1005.475,80.625,6.25,91,27.1,0.19632246
28.6,95,1004.075,80.875,6.25,121,28.0,0.199444
28.8,83,1003.8666666666668,81.125,6.25,132,28.2,0.14976439
28.9,90,1003.8541666666666,81.375,6.25,133,28.2,0.17887856
28.3,88,1003.8625,81.625,6.25,138,28.0,0.2146375
28.4,73,1003.8875,81.875,6.25,137,27.5,0.20195663
28.2,93,1003.9083333333332,82.125,6.25,94,27.1,0.21697055
28.6,95,1003.9208333333332,82.375,6.25,122,27.8,0.20644745
28.9,80,1003.9416666666666,82.625,6.25,130,28.2,0.14825113
29.0,90,1003.9791666666666,82.875,6.25,132,28.1,0.17785467
28.3,90,1003.9916666666668,83.125,6.25,134,27.9,0.21474095
28.3,75,1004.0333333333332,83.375,6.25,136,27.5,0.20687696
28.1,98,1004.0375,83.625,6.25,94,27.1,0.22976384
28.6,95,1004.0458333333332,83.875,6.25,121,27.9,0.21217233
29.0,78,1004.1333333333332,84.125,6.25,129,28.2,0.14596196
29.1,88,1004.1791666666668,84.375,6.25,131,28.2,0.18147017
28.3,90,1004.2416666666668,84.625,6.25,132,28.0,0.20875691
28.5,73,1004.3083333333334,84.875,6.25,134,27.4,0.20212002
28.1,95,1004.5083333333332,85.125,6.25,95,27.1,0.22806107
28.6,95,1004.6333333333332,85.375,6.25,122,27.8,0.21472926
29.0,75,1004.7875,85.625,6.25,128,28.1,0.14086914
29.1,90,1005.025,85.875,6.25,131,28.4,0.18991348
28.4,88,1005.2041666666668,86.125,6.25,130,27.9,0.19702566
28.6,73,1005.3416666666668,86.375,6.25,133,27.4,0.19540842
29.5,10,1005.5125,86.625,6.25,30,27.8,0.08889873
29.0,8,1005.7708333333334,86.875,6.25,23,28.0,0.058138497
29.3,30,1005.9208333333332,87.125,6.25,22,27.5,0.070163675
29.0,18,1006.1,87.375,6.25,7,27.5,0.0713944
28.4,3,1006.3125,87.625,6.25,349,27.8,0.04195859
28.7,10,1006.4375,87.875,6.25,331,27.5,0.026348699
29.2,8,1006.5833333333334,88.125,6.25,29,27.8,0.06762477
29.1,15,1006.6833333333334,88.375,6.25,20,27.4,0.0556115
29.5,30,1006.8833333333332,88.625,6.25,21,27.5,0.06615925
28.9,23,1006.1083333333332,80.0,6.375,8,27.5,0.07763367
28.4,3,1008.5083333333332,68.875,6.5,348,27.8,0.02630526
28.6,10,1008.4708333333332,69.125,6.5,331,27.5,0.0166009
29.2,10,1008.4375,69.375,6.5,26,28.0,0.06200192
29.1,20,1008.4166666666666,69.625,6.5,19,27.4,0.059399292
29.4,35,1008.3875,69.875,6.5,22,27.6,0.069813736
29.0,23,1008.3333333333334,70.125,6.5,8,27.6,0.06642712
28.3,0,1008.3,70.375,6.5,345,27.8,0.030017795
28.8,11,1008.2458333333334,70.625,6.5,330,27.5,0.01794775
29.0,3,1008.2041666666668,70.875,6.5,24,28.1,0.058270436
29.2,28,1008.1583333333332,71.125,6.5,17,27.5,0.054110873
29.3,43,1008.1166666666668,71.375,6.5,22,27.5,0.07063032
